Sale-Price,Purchase-Date,Purchase-Price,Type,Class,Location,Shape,U-Index,Proximity,N-Rank,P-Chance,Built,Renovate,Access,Crime-Rate,C-Rating,Gov-Index,Contour,Garage,Swimming
9065.7,January-74,1975.8,duplex,commercial,Outskirts,irregular,4,62724,1,0.6385173359771406,1958,1966.0,highway,82,2,7,NA,No,NA
10036.9,June-1994,5349.1,flat,residential,Border,rectangle,2,34284,5,0.7810787606745936,1984,1995.0,street,83,2,2,NA,Yes,
17593.6,April-1982,3416.3,flat,commercial,Border,trapezoid,2,37232mts,5,0.7043158094706296,1979,0.0,street,68,5,10,NA,No,
11027.2,February-1971,4038.0,open land,commercial,Center,trapezoid,1,7040,9,0.6336801979901331,1966,0.0,alley,30,3,8,F,NA,
18386.2,April-2005,933.2,open land,commercial,Border,rectangle,5,32945,10,0.7594198302929482,1998,0.0,street,53,4,5,C,NA,NA
10082.8,June-71,9638.7,duplex,residential,Center,irregular,2,25193,2,0.33280433218102745,1959,1968.0,street,80,2,7,NA,No,NA
10198.6,July-1994,1211.5,land,industrial,Outskirts,rectangle,5,78729mts,7,0.8176821706203423,1989,0.0,highway,70,5,8,C,NA,NA
10436.0,February-1976,7860.7,duplex,residential,Center,trapezoid,3,11270,5,0.6881734126296505,1968,0.0,alley,56,3,1,NA,No,
17838.7,Apr-1985,10738.3,duplex,commercial,Outskirts,trapezoid,4,69857,4,0.38105956078629677,1972,1980.0,highway,80,1,9,NA,No,NA
10533.2,January-1981,9065.5,open land,industrial,Border,trapezoid,5,29078,8,0.7796061972944596,1977,,street,76,2,6,F,NA,
9887.5,July-1987,7645.2,duplex,residential,Outskirts,irregular,4,78144,7,0.2890099264940095,1986,0.0,highway,34,3,3,NA,Yes,
9815.1,Aug-1994,1080.9,land,residential,Outskirts,irregular,4,66921,2,0.1610455450348789,1981,0.0,highway,50,3,7,F,NA,
10755.3,Feb-1981,8614.6,open land,residential,Center,irregular,3,11978,4,0.2609030226038669,1970,0.0,alley,95,2,8,C,NA,
3332.2,January-80,6468.1,villa,residential,Center,rectangle,5,8225,8,0.7145773742906109,1973,0.0,street,91,3,3,NA,Yes, No
19446.9,April-2005,9710.8,land,residential,Center,rectangle,2,11994,1,0.7153733107894731,1989,0.0,street,99,3,9,F,NA,
9701.6,Jun-1970,1653.9,open land,residential,Border,irregular,3,22223,1,0.804561269562489,1957,0.0,street,33,3,8,C,NA,
10183.9,Nov-1985,4414.8,flat,residential,Center,trapezoid,1,9155,2,0.7973273304659999,1981,0.0,alley,61,1,5,NA,No,NA
10116.1,November-1983,6750.8,flat,residential,Center,irregular,4,20730mts,1,0.1560603105657803,1976,0.0,street,40,3,8,NA,No,NA
9261.6,February-2008,3980.9,flat,residential,Border,irregular,5,32226,9,0.013738431076313673,1994,2005.0,street,92,1,6,NA,No,NA
10452.1,September-2001,11140.4,flat,residential,Border,rectangle,5,21417,8,0.08236026832203192,1994,0.0,street,0,3,10,,No,NA
11207.8,January-2005,10753.1,flat,commercial,Center,trapezoid,4,23407mts,3,0.5527053578993184,1998,0.0,alley,58,4,5,NA,No,
10728.3,March-1970,11418.7,duplex,commercial,Center,trapezoid,2,11939mts,9,0.4340330426208794,1969,0.0,alley,53,2,4,NA,No,NA
9885.9,March-1971,9545.9,flat,residential,Outskirts,trapezoid,4,63427mts,8,0.40195157969529494,1952,1961.0,highway,48,5,3,NA,Yes,
10758.9,June-1970,11977.6,land,residential,Outskirts,rectangle,4,51921mts,2,0.21051387187412562,1964,0.0,highway,2,2,9,F,NA,
9958.8,February-1988,1296.1,land,residential,Outskirts,trapezoid,5,69610mts,4,0.6331577407029746,1984,,highway,92,3,5,F,NA,
17615.8,April-2001,1109.2,flat,commercial,Outskirts,irregular,2,74393,3,0.731858502224852,1985,1994.0,highway,21,5,2,NA,Yes,
2429.3,June-1979,5544.8,villa,residential,Border,irregular,2,35292,2,0.9555684609542301,1975,0.0,street,86,3,5,,Yes, No
10082.8,Aug-1984,3299.7,duplex,commercial,Center,irregular,1,11180mts,6,0.49928842170605137,1970,1981.0,alley,29,2,1,NA,No,NA
11047.4,January-1986,11176.6,flat,commercial,Center,rectangle,2,3056,5,0.14005318312285386,1968,1976.0,alley,33,4,9,,No,NA
11067.2,August-1992,11620.5,land,residential,Outskirts,rectangle,4,74814mts,2,0.8036529793133759,1988,,highway,7,5,5,C,NA,
17016.8,April-1971,6053.4,duplex,residential,Border,irregular,3,28361mts,2,0.7585050569832251,1963,0.0,street,92,1,2,NA,No,NA
11344.8,February-1979,10174.2,open land,residential,Center,irregular,5,11438mts,1,0.9498071131536832,1966,0.0,alley,62,5,10,F,NA,
9650.7,March-1998,8237.0,flat,residential,Border,irregular,5,23355,5,0.1468591275484883,1991,0.0,street,89,5,1,,No,NA
10745.2,October-2003,11598.6,open land,residential,Outskirts,rectangle,3,78519,10,0.07937398495634351,1997,0.0,highway,50,1,8,C,NA,
9980.5,February-1971,11671.1,duplex,residential,Outskirts,irregular,2,71351mts,2,0.4038710689253723,1960,1971.0,highway,59,4,6,NA,Yes,
2089.1,May-1972,2995.2,villa,residential,Outskirts,trapezoid,3,73430mts,2,0.3508267245960288,1959,1967.0,highway,96,2,6,NA,Yes, No
3217.8,March-1972,2369.3,villa,residential,Center,trapezoid,3,9033,5,0.31509913633423325,1970,0.0,alley,6,3,9,NA,Yes, No
9868.4,July-2009,10121.3,flat,residential,Outskirts,irregular,4,62023mts,8,0.18868912605459975,2002,0.0,highway,57,5,6,NA,No,NA
3473.0,Oct-2004,9001.2,villa,residential,Center,irregular,5,8000,2,0.0959345077718472,1996,0.0,street,85,3,3,NA,Yes, No
9913.6,January-1987,4132.5,flat,commercial,Border,trapezoid,2,36307,5,0.2140435189036448,1984,0.0,highway,16,2,5,NA,Yes,NA
10701.3,March-2001,2662.0,duplex,commercial,Center,trapezoid,3,24654,1,0.3272468275271111,1985,1993.0,alley,64,4,10,NA,No,NA
11047.3,January-1982,7418.8,flat,commercial,Center,rectangle,5,3697,3,0.406975860507221,1967,1975.0,alley,46,1,9,NA,Yes,NA
3270.7,February-2009,10835.2,villa,residential,Outskirts,trapezoid,1,72105,10,0.09268418131183354,2005,0.0,highway,27,5,4,NA,Yes, No
10505.7,August-1997,10514.1,duplex,residential,Center,irregular,1,2374,1,0.1936437269952851,1987,1996.0,alley,79,1,5,,No,NA
2673.6,March-2001,3776.7,villa,residential,Outskirts,rectangle,4,60622mts,2,0.7160566317307533,1986,1994.0,highway,89,3,1,,Yes, No
9656.6,Mar-1976,5968.2,flat,commercial,Border,irregular,2,35708,3,0.24569931888713015,1969,0.0,street,97,3,2,NA,Yes,NA
11079.0,February-1973,11272.6,duplex,commercial,Center,trapezoid,2,17101mts,3,0.37099050438163483,1973,0.0,street,94,3,8,NA,Yes,NA
10850.5,Aug-1994,11430.0,land,commercial,Outskirts,irregular,3,74515,7,0.9352343761211429,1979,0.0,highway,18,4,7,F,NA,NA
1918.7,January-1981,2358.6,villa,residential,Outskirts,irregular,1,77617,10,0.175951120175878,1971,1982.0,highway,92,1,10,NA,Yes,Yes
10319.4,January-1982,887.9,open land,commercial,Border,rectangle,5,28351,1,0.3069643267469985,1977,0.0,street,63,1,8,F,NA,
9232.5,August-1977,11180.4,flat,residential,Outskirts,irregular,2,65367,5,0.3714804205948511,1958,1966.0,highway,84,2,1,,No,NA
10647.5,July-1991,8661.3,duplex,commercial,Center,trapezoid,1,16028,5,0.8004358373053448,1977,1987.0,street,97,4,1,NA,No,NA
3864.7,January-2001,9729.4,villa,residential,Center,trapezoid,3,23112,10,0.6936601021178392,1992,0.0,street,55,1,10,NA,Yes,Yes
10998.9,April-1977,7601.2,villa,residential,Center,irregular,4,10673,5,0.7247037441732692,1965,1973.0,street,5,1,5,NA,Yes, No
9993.5,February-2008,1255.0,flat,commercial,Outskirts,rectangle,3,66997,8,0.7934109302905114,1989,1998.0,highway,87,4,4,,Yes,NA
10318.7,Feb-1976,5967.1,land,commercial,Outskirts,trapezoid,5,58548mts,4,0.39759606298845107,1973,0.0,highway,52,2,4,F,NA,NA
2704.1,November-1984,7868.0,villa,residential,Outskirts,trapezoid,2,72362,2,0.8564112044889033,1973,1982.0,highway,46,1,5,NA,Yes, No
9811.3,March-1999,2758.2,duplex,commercial,Border,rectangle,4,22445,7,0.01742240410842455,1997,0.0,highway,9,1,6,,No,NA
10250.6,June-1978,4882.0,duplex,commercial,Border,rectangle,5,25674,5,0.030548028258558957,1964,1975.0,street,39,4,4,,Yes,
9955.9,March-1979,4456.0,flat,commercial,Border,trapezoid,5,30539mts,3,0.9202662179582068,1979,0.0,highway,5,1,3,NA,Yes,NA
10877.7,January-1981,8023.1,flat,commercial,Center,trapezoid,1,20046,7,0.7297009441115941,1973,0.0,street,7,1,7,NA,Yes,NA
19345.0,April-2007,7289.7,open land,commercial,Center,rectangle,3,23256mts,7,0.4289373593661465,1989,,street,78,4,8,C,NA,NA
17647.5,April-1994,3792.0,flat,residential,Border,irregular,4,25924,4,0.8678107463740871,1980,1991.0,street,56,5,3,NA,Yes,NA
10717.1,November-09,5905.3,flat,residential,Center,rectangle,3,24001mts,4,0.5319387975831529,1991,1999.0,alley,62,3,5,NA,No,NA
2296.0,November-1983,3421.1,villa,residential,Border,trapezoid,2,35522,7,0.2755286110400268,1970,1981.0,highway,99,5,8,,Yes, No
18140.2,April-1982,9931.4,flat,commercial,Outskirts,trapezoid,4,80369mts,8,0.7779052854213642,1982,0.0,highway,49,3,3,NA,Yes,
10830.6,Feb-2000,8459.7,flat,residential,Center,rectangle,5,23723mts,7,0.6343776838315379,1989,2000.0,street,50,5,6,,No,NA
3759.9,November-2008,4972.4,villa,residential,Center,irregular,5,21891,2,0.328062089456978,2002,0.0,alley,29,5,3,,Yes,Yes
10346.9,October-2005,7849.3,land,residential,Outskirts,trapezoid,4,68117,8,0.09467037685433999,1999,,highway,87,1,9,C,NA,NA
11552.0,August-2006,7670.1,open land,industrial,Center,rectangle,5,19532,7,0.8172358445664828,2003,0.0,street,45,3,1,F,NA,
9567.7,September-1971,5360.7,duplex,commercial,Border,rectangle,4,24631,3,0.11418467903653406,1967,0.0,highway,79,3,3,NA,No,
10545.2,May-1980,9711.7,duplex,residential,Center,irregular,5,17961,4,0.6044868287816206,1965,1973.0,alley,37,3,10,NA,No,NA
9391.6,February-73,2150.2,duplex,commercial,Outskirts,rectangle,3,77066,5,0.32122901134710447,1971,0.0,highway,78,3,2,,No,
10035.4,Dec-1982,6883.3,flat,residential,Border,rectangle,5,40007,10,0.32372009939980617,1982,0.0,street,59,1,6,NA,Yes,NA
9925.3,February-1990,8458.1,flat,commercial,Outskirts,trapezoid,3,79363,5,0.8216257571145871,1989,0.0,highway,35,2,1,NA,No,
10648.9,November-1993,7647.7,duplex,commercial,Center,irregular,3,25231mts,8,0.8854483670500507,1991,0.0,alley,79,4,5,NA,No,NA
10549.3,December-2004,8892.3,flat,residential,Center,trapezoid,1,11261,8,0.7013646203826878,1989,2000.0,street,60,2,7,NA,No,
9811.0,July-1982,1374.9,flat,commercial,Border,trapezoid,2,29315,3,0.34091177448708676,1975,0.0,highway,7,4,7,NA,Yes,
9911.5,February-2005,5797.8,duplex,commercial,Outskirts,trapezoid,5,63449,3,0.6875897963815042,1992,2000.0,highway,98,3,1,,No,NA
11952.6,April-2007,10575.5,villa,residential,Center,rectangle,3,8840,10,0.44466891846385725,1990,2001.0,street,27,2,7,NA,Yes,Yes
17143.5,Apr-1976,7159.2,flat,residential,Outskirts,trapezoid,2,65191,3,0.9798407236018991,1961,1972.0,highway,97,1,7,NA,No,NA
9948.0,October-1987,9104.9,flat,commercial,Border,trapezoid,5,37908,5,0.8269171434348361,1982,0.0,highway,73,4,4,,No,NA
10580.3,November-1999,7641.0,open land,residential,Outskirts,rectangle,3,72809mts,9,0.8716033141263546,1984,0.0,highway,14,2,6,C,NA,
9430.0,September-2001,5588.1,duplex,residential,Outskirts,irregular,3,71145,6,0.12389396755366267,1994,0.0,highway,35,2,1,,No,NA
9745.5,December-1998,4532.6,flat,commercial,Outskirts,trapezoid,3,67283,8,0.855780445515652,1987,1998.0,highway,26,2,6,NA,No,NA
10811.9,October-1993,11802.5,duplex,commercial,Border,rectangle,1,29700,8,0.5526607948533258,1985,0.0,highway,39,4,9,NA,Yes,NA
10753.6,Dec-2001,3387.7,duplex,commercial,Center,trapezoid,4,18488,9,0.8272285866553982,1982,1993.0,alley,20,4,6,NA,No,NA
3468.9,December-1993,4782.5,villa,residential,Center,trapezoid,2,24189,5,0.16215491604965737,1992,0.0,street,70,5,10,NA,Yes, No
2671.6,June-2002,2525.6,villa,residential,Outskirts,trapezoid,1,55112,1,0.4721062650757696,1996,0.0,highway,79,3,6,NA,Yes,Yes
10584.2,Nov-1998,8838.7,duplex,residential,Center,irregular,5,24140,1,0.3927092595259353,1980,1990.0,alley,60,3,4,,No,
2212.3,Dec-1976,2264.1,villa,residential,Outskirts,rectangle,1,69621,4,0.10994567139445377,1973,0.0,highway,80,2,6,,Yes, No
3348.9,November-2006,4139.0,villa,residential,Center,irregular,3,16869,2,0.8734293773440458,1989,2000.0,street,53,2,4,,Yes,Yes
9452.1,Jun-1991,3621.5,flat,residential,Outskirts,irregular,3,66017,7,0.04272297763185806,1981,1989.0,highway,92,5,8,NA,Yes,
10084.3,February-1991,5792.3,open land,residential,Border,irregular,5,25421,8,0.8397446880234184,1991,,highway,55,4,8,C,NA,
9853.3,Jan-1975,8033.3,flat,commercial,Outskirts,rectangle,4,57012mts,6,0.7523572630700013,1970,0.0,highway,28,3,2,,No,NA
10434.4,October-1997,11279.5,open land,residential,Border,irregular,1,37408,5,0.33993207941392267,1989,,highway,38,4,5,C,NA,
9364.9,January-1984,4582.0,flat,residential,Outskirts,rectangle,5,75643,6,0.0470721222442998,1976,0.0,highway,90,3,5,NA,No,NA
10519.2,September-70,11546.4,land,residential,Outskirts,trapezoid,4,75945mts,4,0.47787310348642187,1953,0.0,highway,64,5,6,F,NA,NA
3963.5,December-2009,8432.6,villa,residential,Center,rectangle,5,18491,10,0.8418633079482997,1993,2003.0,street,91,2,10,,Yes,Yes
10943.8,May-87,11445.1,flat,commercial,Center,rectangle,3,11690mts,2,0.28130747244502563,1969,1979.0,street,79,5,7,,No,NA
9827.9,August-1975,1545.5,flat,residential,Center,irregular,1,3032,7,0.33029809400036947,1963,1971.0,alley,59,2,3,NA,Yes,
10427.7,October-1990,8494.8,open land,industrial,Outskirts,trapezoid,3,76240,1,0.7912991022371327,1983,,highway,16,1,1,C,NA,
10355.7,June-04,5507.3,open land,industrial,Border,irregular,5,37287,6,0.7768344204908185,2001,0.0,highway,33,2,10,F,NA,NA
11014.5,April-1983,9388.0,villa,residential,Border,rectangle,1,36874,3,0.96600776839239,1977,0.0,highway,13,2,7,NA,Yes,Yes
9567.8,May-1976,1170.1,open land,industrial,Outskirts,trapezoid,2,66027,5,0.34782765101998325,1969,0.0,highway,92,4,2,C,NA,
10204.3,March-77,4126.0,open land,commercial,Outskirts,trapezoid,5,53307,4,0.808309806763877,1977,0.0,highway,62,3,7,C,NA,
10258.6,Dec-1984,5302.4,open land,commercial,Border,trapezoid,4,28814,7,0.7175360201836752,1978,0.0,highway,87,4,8,C,NA,NA
10766.0,January-2000,5306.0,duplex,commercial,Center,rectangle,5,20029,7,0.7578769959033191,1993,0.0,street,64,3,2,NA,No,NA
11586.2,December-1978,11877.5,duplex,commercial,Center,rectangle,5,6834,5,0.5516024104870927,1963,1974.0,alley,21,3,10,,Yes,
3344.7,June-2006,9517.1,villa,residential,Border,trapezoid,5,40385,7,0.24070367577003726,2002,0.0,street,79,3,6,NA,Yes,Yes
9903.6,Dec-1976,2153.6,open land,residential,Outskirts,rectangle,3,60546,1,0.05462975566313222,1958,0.0,highway,72,5,8,C,NA,NA
3278.8,November-1973,9929.1,villa,residential,Border,rectangle,2,30613mts,5,0.8341840774223401,1969,0.0,street,22,3,8,NA,Yes,Yes
9805.2,Sep-1978,4530.0,duplex,residential,Outskirts,trapezoid,5,66651mts,9,0.6871988767023188,1959,1969.0,highway,67,5,8,,Yes,
11140.2,January-1991,7608.5,open land,industrial,Center,rectangle,2,11097mts,7,0.7013204164866778,1990,,street,90,4,3,C,NA,NA
11457.8,October-1988,10629.4,duplex,commercial,Center,rectangle,5,4233,1,0.07881268595348112,1976,1984.0,alley,49,2,5,NA,Yes,NA
18523.0,April-1980,8826.0,duplex,residential,Center,irregular,1,8612mts,8,0.5601772488394382,1968,1977.0,alley,27,4,1,,Yes,
9580.0,March-1978,1058.8,flat,commercial,Outskirts,rectangle,5,71099,5,0.9902574969627452,1972,0.0,highway,44,4,10,NA,No,
10503.5,May-1990,8831.1,flat,commercial,Center,irregular,3,20971mts,9,0.7837874633545023,1981,0.0,street,44,5,4,,No,
9923.1,Mar-2007,5427.9,duplex,residential,Outskirts,trapezoid,4,58563mts,4,0.8138848294143413,2002,0.0,highway,60,2,10,NA,No,NA
2293.1,December-1989,1586.1,villa,residential,Outskirts,irregular,4,75149,3,0.8533888205354997,1970,1981.0,highway,87,5,7,,Yes,Yes
10218.8,November-01,10471.2,duplex,residential,Border,irregular,2,20999,6,0.03576249419864608,2000,0.0,highway,3,2,4,NA,Yes,NA
11041.6,October-1990,11771.5,flat,residential,Center,irregular,2,5675,2,0.029735409941354818,1989,0.0,alley,29,3,9,NA,Yes,NA
3561.1,October-1998,3975.0,villa,residential,Center,trapezoid,4,9256mts,1,0.840300621816872,1993,0.0,alley,62,2,6,,Yes, No
10392.0,Jul-2000,6376.6,open land,residential,Outskirts,trapezoid,3,69371,5,0.8668793775066426,1993,0.0,highway,32,2,3,C,NA,NA
10908.9,March-1975,6013.9,duplex,commercial,Center,trapezoid,5,15659mts,10,0.6523678470698289,1972,0.0,street,40,4,10,NA,Yes,NA
9664.7,July-05,8440.4,duplex,residential,Outskirts,irregular,2,60187,8,0.5366388045656858,1988,1996.0,highway,87,5,3,NA,No,NA
10419.3,November-2003,6317.5,open land,commercial,Border,trapezoid,4,21691,6,0.4447028604576003,1985,0.0,highway,87,1,4,F,NA,NA
10512.5,January-1974,1658.4,open land,residential,Center,trapezoid,1,24062,9,0.738985256857911,1956,,street,74,5,6,F,NA,NA
10698.7,Aug-1985,10243.6,duplex,commercial,Border,trapezoid,1,31688,2,0.4627952758203573,1976,0.0,street,6,4,1,NA,Yes,NA
10382.7,Jan-1985,1946.5,duplex,commercial,Center,irregular,2,21848,7,0.5206504868834946,1971,1981.0,alley,61,3,4,NA,Yes,
17845.7,April-1972,9378.2,duplex,commercial,Outskirts,rectangle,3,51513mts,8,0.5804942205642913,1969,0.0,highway,55,4,6,NA,No,NA
2680.1,May-1972,1567.1,villa,residential,Center,irregular,4,14141mts,8,0.7483605954634375,1955,1965.0,alley,95,5,4,NA,Yes, No
2740.9,Mar-1976,7654.3,villa,residential,Outskirts,trapezoid,2,59651mts,9,0.7940998920493044,1969,0.0,highway,36,5,8,NA,Yes, No
10686.5,Nov-1999,10275.4,open land,commercial,Border,irregular,1,32920mts,2,0.1704611137311537,1989,,highway,15,4,9,C,NA,NA
9825.4,January-1976,835.9,flat,commercial,Center,trapezoid,1,8007,1,0.030442534661791698,1965,1974.0,street,62,1,10,,No,NA
9985.0,December-1988,1163.8,flat,residential,Center,trapezoid,1,16589mts,5,0.7319803844267792,1971,1979.0,alley,31,1,7,,No,NA
3699.0,March-2002,2990.5,villa,residential,Center,rectangle,5,14935,8,0.36465723593144883,1994,0.0,street,30,4,7,NA,Yes,Yes
9834.2,August-1994,5017.3,flat,commercial,Outskirts,trapezoid,3,76292,5,0.03797201234263803,1985,0.0,highway,6,3,10,NA,No,NA
9789.3,May-1985,3717.7,open land,industrial,Border,irregular,4,37036,9,0.573514341317364,1969,,street,65,4,1,C,NA,
10424.8,August-1988,8463.4,duplex,commercial,Border,trapezoid,4,36409,4,0.7947278910367555,1977,1988.0,highway,4,2,3,NA,Yes,
9562.0,August-1983,5728.9,flat,residential,Border,rectangle,2,24139mts,7,0.5252260079740071,1972,1983.0,street,88,3,5,NA,No,
17741.4,April-1983,11159.9,flat,commercial,Outskirts,irregular,5,53114mts,4,0.5538621948154333,1973,1982.0,highway,50,4,10,NA,No,
10367.9,Jun-2008,10266.5,flat,residential,Border,trapezoid,4,22142mts,1,0.3144278707131237,2006,0.0,highway,91,2,7,,Yes,NA
18233.3,April-2003,6206.8,open land,residential,Border,irregular,2,36647,3,0.2846676121664079,2003,0.0,street,87,5,9,C,NA,NA
10301.0,January-2009,5322.4,duplex,residential,Outskirts,trapezoid,3,57603,7,0.8545891471792403,1999,2007.0,highway,61,4,9,NA,Yes,NA
9544.3,December-1975,7758.7,duplex,residential,Outskirts,rectangle,1,74594,3,0.5996789248547123,1963,1971.0,highway,99,1,8,,No,
10101.2,August-1979,5182.8,duplex,commercial,Border,trapezoid,2,40118,6,0.8247600653190448,1965,1976.0,street,66,3,4,NA,Yes,
3440.5,January-1983,9547.5,villa,residential,Center,irregular,3,16185,4,0.7741068193904037,1973,1984.0,alley,29,1,4,NA,Yes, No
10487.2,May-1994,5557.5,open land,commercial,Outskirts,rectangle,4,64761,10,0.5049918097021285,1979,0.0,highway,51,1,6,F,NA,NA
10536.0,February-07,8005.6,open land,commercial,Border,irregular,2,31809,4,0.8689827401614937,2006,0.0,highway,71,2,1,F,NA,
16711.5,April-1972,1934.3,flat,residential,Outskirts,trapezoid,5,70786,8,0.39483119587619464,1962,1973.0,highway,50,1,2,NA,No,
10660.1,October-2006,10341.7,duplex,commercial,Outskirts,rectangle,3,69396mts,6,0.08371742229752166,1999,0.0,highway,95,2,7,NA,Yes,
10442.1,March-1977,6811.2,flat,residential,Center,rectangle,2,3904,3,0.5078453153156509,1976,0.0,alley,0,1,1,NA,No,
9978.9,February-1996,1728.9,flat,commercial,Border,trapezoid,5,32701,10,0.43360608645231125,1993,0.0,street,89,3,10,NA,Yes,NA
9935.4,October-81,11612.2,flat,commercial,Outskirts,rectangle,5,74540mts,6,0.041248369622588155,1966,1976.0,highway,69,1,6,NA,No,NA
11117.6,December-87,6130.4,open land,residential,Center,trapezoid,5,22341,6,0.504060878661077,1987,0.0,alley,48,3,5,C,NA,
2804.0,January-05,6934.2,villa,residential,Border,irregular,1,29951,5,0.32309286490634814,1995,2003.0,street,76,1,9,,Yes,Yes
2645.4,July-1989,5337.2,villa,residential,Border,irregular,5,27181,5,0.8658221051967585,1970,1980.0,street,35,3,10,NA,Yes, No
18658.7,April-1973,4130.9,open land,residential,Center,rectangle,1,4333mts,8,0.9920457591703337,1961,,alley,40,3,4,C,NA,NA
11252.3,February-1990,4832.7,open land,commercial,Center,rectangle,3,5984,1,0.36359158607264996,1971,0.0,street,6,2,8,C,NA,NA
10028.3,July-1989,1075.8,land,industrial,Border,rectangle,2,34873mts,8,0.2824740192211983,1976,0.0,highway,39,5,1,F,NA,NA
10306.1,March-2002,6247.4,open land,residential,Outskirts,trapezoid,1,57601,8,0.475326173069307,1994,,highway,40,1,1,F,NA,
3260.6,December-1986,3001.1,villa,residential,Center,rectangle,1,8414mts,10,0.9070999786746167,1973,1982.0,alley,81,1,4,NA,Yes,Yes
9737.7,Feb-1994,2447.5,flat,residential,Outskirts,trapezoid,5,77864,5,0.3367196980204685,1983,1992.0,highway,90,5,7,NA,Yes,NA
10767.0,Jul-1989,5434.2,open land,industrial,Center,irregular,2,23429,5,0.5834770886007463,1980,0.0,alley,61,3,6,C,NA,NA
3363.3,March-2000,4545.3,villa,residential,Center,irregular,3,22969,3,0.6497431065063188,1995,0.0,street,42,4,7,NA,Yes, No
10005.1,November-1970,10146.3,duplex,residential,Outskirts,trapezoid,2,51094mts,9,0.469397371131808,1954,1965.0,highway,54,5,4,NA,Yes,NA
2725.7,June-1999,3057.2,villa,residential,Outskirts,trapezoid,3,63006,3,0.9211173049716194,1980,1990.0,highway,49,3,5,NA,Yes,Yes
10294.0,February-1999,6284.3,flat,commercial,Outskirts,rectangle,3,55947,3,0.0015280110685199633,1991,0.0,highway,13,1,4,NA,Yes,NA
3316.1,March-2003,11033.3,villa,residential,Outskirts,irregular,3,58769,2,0.3660032414336064,1996,0.0,highway,14,5,8,NA,Yes,Yes
10433.0,Dec-1987,6328.5,duplex,residential,Center,rectangle,1,13632mts,7,0.6232069696997612,1973,1984.0,street,90,4,8,NA,No,
9889.3,May-1997,5196.5,duplex,commercial,Border,trapezoid,4,22834,9,0.7921942104257993,1981,1989.0,street,98,4,3,,No,
10804.8,January-1985,11008.8,land,commercial,Border,rectangle,3,25354,7,0.6533382851087369,1967,0.0,highway,60,3,5,F,NA,NA
10047.2,May-05,6503.0,duplex,residential,Border,irregular,4,29439,3,0.11837589900975942,1994,2005.0,highway,41,3,9,,Yes,
19399.2,April-08,6220.8,open land,commercial,Center,trapezoid,3,3865,9,0.42466521160056503,1990,0.0,street,13,4,8,F,NA,
10404.5,September-2006,8785.3,flat,residential,Outskirts,trapezoid,2,56313,2,0.33815571269606093,2005,0.0,highway,19,2,7,,Yes,
3144.3,June-1999,5423.6,villa,residential,Border,trapezoid,4,20327mts,1,0.7317547778737433,1996,0.0,street,6,4,3,NA,Yes, No
10798.5,February-88,8247.2,land,residential,Center,irregular,1,5254mts,7,0.446764450095525,1988,,street,87,1,8,F,NA,
18344.1,April-1983,6426.6,open land,industrial,Outskirts,rectangle,5,55915mts,9,0.8957009723848681,1973,0.0,highway,0,5,6,C,NA,NA
9993.5,Sep-1989,8727.0,duplex,residential,Outskirts,irregular,1,63193,6,0.14722038294600637,1985,0.0,highway,1,3,3,NA,Yes,
9280.5,March-1987,5342.4,flat,residential,Outskirts,irregular,1,64888mts,8,0.4292743058232692,1971,1982.0,highway,77,1,3,NA,Yes,NA
9998.2,January-1976,2266.6,open land,industrial,Outskirts,rectangle,3,74096,2,0.12053310777511361,1967,,highway,70,3,8,F,NA,NA
3399.3,March-2004,4527.4,villa,residential,Center,irregular,1,19326mts,2,0.5969376589819692,1990,1999.0,alley,80,2,7,NA,Yes,Yes
2278.5,March-70,7701.3,villa,residential,Outskirts,irregular,1,78282,9,0.6116035821787272,1957,1967.0,highway,37,3,8,,Yes, No
10013.7,May-03,3691.5,duplex,residential,Border,rectangle,4,35956,3,0.12892882350345114,1984,1995.0,street,96,1,2,NA,Yes,
10127.4,August-1989,8314.8,flat,commercial,Outskirts,trapezoid,3,64795,4,0.0889469039187748,1986,0.0,highway,79,2,6,NA,Yes,NA
2339.4,June-1982,5020.9,villa,residential,Outskirts,irregular,2,50303,2,0.4293957730757574,1969,1978.0,highway,53,3,4,NA,Yes,Yes
10265.3,November-1977,10504.7,open land,industrial,Outskirts,rectangle,1,52877,4,0.18652912031905056,1971,0.0,highway,94,3,1,C,NA,NA
9889.1,December-1991,5548.1,duplex,commercial,Outskirts,trapezoid,3,67406,8,0.3303957462442336,1974,1982.0,highway,31,5,7,NA,No,NA
10521.4,September-1989,4510.0,flat,residential,Center,rectangle,5,16007,7,0.8505895446449144,1973,1982.0,alley,4,3,4,NA,No,NA
11126.4,January-2000,7719.1,land,commercial,Center,irregular,5,12994mts,1,0.15399053829052012,1986,0.0,street,47,1,9,C,NA,NA
2749.0,March-88,6148.3,villa,residential,Border,irregular,1,28528,4,0.14103193284784177,1985,0.0,street,38,5,3,NA,Yes,Yes
9746.9,March-2004,3790.8,duplex,residential,Outskirts,rectangle,5,67877,8,0.035003567217058995,1999,0.0,highway,42,3,2,,No,
10414.6,February-1979,9915.4,flat,residential,Center,trapezoid,5,18342,10,0.6999407600251379,1965,1976.0,alley,72,1,9,,No,NA
3669.2,October-1990,3567.3,villa,residential,Center,rectangle,5,3845,1,0.9343270357355652,1988,0.0,street,1,2,1,NA,Yes,Yes
